俗名,拉丁学名,中文学名,目,bio_introduction
蓝线蝶,Chaetodon fremblii,蓝纹蝴蝶鱼,鲈形目,"

The bluestripe butterflyfish or blue-striped butterflyfish (Chaetodon fremblii) is a species of butterflyfish (family Chaetodontidae) found in the waters surrounding the Hawaiian Islands. The fish is endemic to Hawaii where it is common on shallow water reefs.

The bluestripe butterflyfish, like other butterflyfish, are laterally flattened fish up to 15 cm (6 in) long with pointed snouts and rectangular bodies. The dorsal fin has 12 to 14 spines and 20 to 21 soft rays, while the anal fin has 3 spines and 16 to 18 soft rays. The bluestripe butterflyfish has eight distinctive diagonal blue stripes radiating from the eye region, on a yellow background. There is a black spot at the top of the head and another larger spot of black at the base of the tail. This latter dark patch may serve to distract predators by encouraging them to attack the tail rather than the head end.[2][3]

The bluestripe butterflyfish is endemic to the Hawaiian Islands where it is described as being abundant on coral and rocky reefs down to depths of about 28 m (90 ft).[1]

The bluestripe butterflyfish is an omnivore, unlike some butterflyfishes which feed almost exclusively on corals. These specialists usually have mating systems involving a pair bond, but the omnivorous bluestripe butterflyfish lives in a more resource-rich environment, where it is easier to find sufficient food. As a result, males of this species operate a harem system, defending a territory which includes up to four smaller female territories.[4]

The bluestripe butterflyfish was first formally described in 1828 by the English naturalist Edward Turner Bennett (1797-1836).[5] The specific name honours Lieutenant John Frembly R.N., a marine surveyor and geologist, who presented a collection of fish specimens from the Sandwich Islands to the Zoological Society of London.[6]

The bluestripe butterflyfish is sometimes kept in reef aquaria where its generalised diet means that it is easier to maintain than corallivorous types. Specimens are harvested from the wild and it is sometimes difficult to get the fish to eat in captivity. In this respect, juveniles within two or three months of settling are more willing to accept prepared and novel foods. Attempts have been made to breed the fish in captivity, but the lengthy larval period of about two months in the open ocean is difficult to replicate in captivity.[7]
"
西澳黑毕毕,Chelmon muelleri,黑鳍钻嘴鱼,鲈形目,"

Chelmon muelleri, the blackfin coralfish or Muller's coralfish, is a species of marine ray-finned fish, a butterflyfish in the family Chaetodontidae. It is a reef fish which is endemic to Australia.[2]

Chelmon muelleri is a long-snouted species of butterflyfish which has a silvery white background colour to the body, marked with four wide brown vertical bars and a large black ocellus at the base of the posterior dorsal fin.[3][4] The dorsal fin contains 9-10 spines and 26-30 soft rays while the anal fin has 3 spines and 18-21 soft rays. This species attains a total length of 20.5 centimetres (8.1 in).[2]

Chelmon muelleri is endemic to Australia from the Kimberley Island groups in Western Australia to the southern Great Barrier Reef in Queensland.[3]

Chelmon muelleri is found on shallow coastal reefs with very little cover of live coral, where the seabed consists of mud or silt or there is extensive  cover of algae. It also occurs in estuaries.[1] It can be found as deep as 20 metres (66 ft).[3] The adult fish are normally observed in  pairs, although juveniles are solitary. It is a carnivorous species which has a diet consisting of worms, clams, tunicates, and crustaceans.[5]

Chelmon muelleri was first formally described in 1879 by the German zoologist Carl Benjamin Klunzinger (1834-1914)[6] with the type locality given as Port Denison in Queensland.[3] The specific name honours the German physician, geographer and botanist Ferdinand von Mueller (1825-1896).[7]

Chelmon muelleri rarely appears in the aquarium trade and when it does it commands high prices.[4]
"
红海骑士,Acanthurus sohal,红海刺尾鱼,鲈形目,"

The sohal surgeonfish (Acanthurus sohal) or sohal tang, is a species of marine ray-finned fish belonging to the family Acanthuridae, which includes the surgeonfishes, unicornfishes and tangs. This fish is found in the northwestern Indian Ocean.

The sohal surgeonfish was first formally described in 1775 as Chaetodon sohal by the Swedish-speaking Finnish naturalist, explorer and orientalist Peter Forsskål with its type locality given as  the Red Sea.[4] Forsskål proposed Acanthuirus as a subgenus of Chaetodon although he recognised that it was probably different from Chaetodon even at the family level. In 1856 Desmarest designated Teuthis hepatus, which had been described from a type now known to have been collected at Ambon Island in the Moluccas (other erroneous type localities were named) in 1758 by Linnaeus, as the type species of the genus.[5][4] T. hepatus is a synonym of Paracanthurus hepatus and this would make Paracanthurus synonymous with Acanthurus. An alternative would be to use the name Harpurus proposed as a monospecific genus in 1788 by Johann Reinhold Forster when he described Harpurus fasciatus, a synonym of Acanthurus triostegus. It has been proposed that the International Commission on Zoological Nomenclature should be petitioned to stabilise the genera Acanthurus and Paracanthurus.[6] In 2014 it was proposed that the type species of Acanthurus should be C. sohal, which had also been described by Forsskål in 1775 as a member of the subgenus alongside C. bifasciatus, C. nigrofuscus and C. unicornis, and had been designated as the type species by Jordan and Evermann in 1917.[7] The genus Acanthurus is one of two genera in the tribe Acanthurini which is one of three tribes in the subfamily Acanthurinae which is one of two subfamilies in the family Acanthuridae.[8]

The sohal surgeonfish's specific name, sohal, is the Arabic name for this species along the Red Sea coast.[9]

The sohal surgeonfish has its dorsal fin supported by 9 spines and 30 or 31 soft rays while the anal fin is supported by 3 spines and 28 or 29, typically 29, soft rays. The depth of the body is around half the standard length. This fish has longitudinal, thin black stripes separated by greenish olive stripes and these join together at the spine on the caudal peduncle. The stripes are finer and more sinuous on the upper body but broader and straighter on the lower body. The stripes are greyer on the upper head and nape. The lower head and ventral surface of the body are pale with faint grey and greenish grey longitudinal lines> the dorsal, anal and pelvic fins are black with vivid blue margins, there is a large patch of orange on the body underneath the pectoral fin and the sheath of the spine on the caudal peduncle is orange. The caudal fin is lunate.[10] This species has a maximum published total length of 40 cm (16 in).[3]

The sohal surgeonfish is endemic to the northwestern Indian Ocean where it is found in the Red Sea, east along the coast of the Arabian Peninsula to the Persian Gulf.[1] It has been found in the Mediterranean Sea, in 2017 and 2018, and reached there either by release from an aquarium or by Lessepsian migration through the Suez Canal from the Red Sea.[11] It is usually found on the outer edges of fringing reefs that are exposed to surge, typically down to depths of around 20 m (66 ft).[10]

The sohal surgeonfish may be encountered either singly or in small schools and is known to be very territorial. The spine on the caudal peduncle has been reported to bear venom.[10] It grazes on algae growing on hard substrates and despite being solitary they will school to graze in the territories of other fishes. The territory guards food resources and the territory holder may shelter and otherwise spend a lot of time out of its territory or patrolling its boundaries.[1]

The sohal surgeonfish is targeted by fisheries as a food fish and is also traded in the aquarium trade.[1]
"
彩虹倒吊,Acanthurus lineatus,纵带刺尾鱼,鲈形目,身体有中的上面的 3/4 交互的黑边蓝色与黄色的条纹; 身体灰色中的低的 1/4。  在尾柄的每个侧边上的直立的硬棘是锐利的，强的， 朝向前面的， 与有毒的。  上半部头部有黄色，斜角斑纹。  胸鳍灰白的有暗淡的鳍条; 腹鳍淡土黄色有黑色的外缘; 在尾鳍的垂直斑纹。  鳃耙 14-16 前面的列，13-15个后列。  细小的鳞片。  菲律宾的标本显现不同的彩色斑纹。
灰吊,Acanthurus leucocheilus,白唇刺尾鱼,鲈形目,保存标本的颜色暗褐色的; 在唇上面与后面的黑色; 被一条蓝白色条纹环绕的嘴; 横过胸的一条宽的白色条纹; 尾部的基底有一条宽的蓝白色的条纹; 白色的肉梗棘。  鳍黑色; 胸鳍具有一个白色的条纹在后部的第三。
粉吊,Acanthurus leucosternon,白胸刺尾鱼,鲈形目,蓝色具有一个白色的胸。   头部黑色的有一条宽的白色从胸鳍基底到咽喉的条纹。  在眼之下的没有明显的白色斑点或宽的白色条纹。  背鳍黄色.(除白色的边缘与黑色的靠近边缘的线)  臀鳍与腹鳍白色 .
七彩吊,Acanthurus japonicus,日本刺尾鱼,鲈形目,一条宽的白色条纹从眼的下缘到上嘴唇延伸。   在背鳍的柔软部位的外部部份中的一条鲜橘色的条纹。  尾柄黄色，前面地颜色变化成黑色短的距离。  胸鳍基底鳍黄色 .
西瓜吊,Ctenochaetus binotatus,双斑栉齿刺尾鱼,鲈形目,在后面的背鳍基底与臀鳍的突出黑色的斑点; 眼  的周围成鱼有一个蓝色的环。  背鳍与臀鳍深褐色的。  尾鳍褐色当成鱼时， 黄色的当幼鱼时。  唇的边缘平滑的。  上颚齿通常有 5个小齿状突起。 (不包括顶端)  前面的鳃耙 23-29.
白点吊,Acanthurus guttatus,斑点刺尾鱼,鲈形目,保存标本的颜色是褐色; 有斑点又白色的斑点通常边缘了深褐色的.(可能在湍流的水中帮助隐藏它时常，那是充满小的泡沫)  腹鳍鲜黄色的。  尾梗两边具有一个单个，锐利地， 朝向前面的直立硬棘。  鳃耙在前面列:  21-24; 在后列上的鳃耙:  19-23.
巧克力吊,Acanthurus pyroferus,黑鳃刺尾鱼,鲈形目,带紫色的黑色; 在鳃裂的边缘的一个橘色的被扩散的小区块， 在胸鳍基底的正上方; 从鳃裂的上端到鳃盖的边缘的一条宽的黑色条纹向下至峡部; 尾棘插口具有一个狭窄的黑色边缘。  黑色的唇; 在眼后面的橘色痕迹; 在延伸的下巴下面的一条白色的线在口裂略上方。  鳃耙在前面列 23-26; 在后列 25-27 上.  稚鱼能展现 3个不同的彩色斑纹拟态刺尻鱼种。  尾鳍在稚鱼中圆的。
蓝线鹦鹉,Cirrhilabrus lineatus,红丝丝隆头鱼,鲈形目,躯干是淡紫色的-粉红色，背面布满了黄色， 颜色变化成白黄色或者腹侧白色的， 有数纵列的紫色斑点与间断的线与一条坚硬的紫色斑纹沿着背面;(与腹面在雄性中) 中央的鳍黄色的有蓝色的斑纹。
八线彩虹鹦鹉,Paracheilinus octotaenia,八线副唇鱼,鲈形目,没有背鳍软条延长; 成鱼有八连续狭窄的身体上有深色斑纹;(只保护稚鱼有大约四条上面的斑纹) 尾鳍圆的。
八线龙,Pseudocheilinus octotaenia,八带拟唇鱼,鲈形目,鉴定特徵为八条纵向的线沿着身体.
彩虹龙,Thalassoma lucasanum,蓝首锦鱼,鲈形目,"

The Cortez rainbow wrasse (Thalassoma lucasanum) is a species of wrasse native to the eastern Pacific Ocean from Baja California to Peru, as well as around the Galapagos Islands. It is a reef inhabitant, occurring in small schools from the surface to depths of 64 m (210 ft), though rarely deeper than 25 m (82 ft) or shallower than 2 m (6.6 ft).[2] It is generally very common. It can also be found in the aquarium trade.[1] This species can reach 15 cm (5.9 in) in total length.[2] It feeds on small organisms such as crustaceans, plankton and fish eggs, and the young are cleaner fish.[1]



This Labridae article is a stub. You can help Wikipedia by expanding it."
